"TIME","GEO","UNIT","AGE","Value"
"2005","Belgium","Number","Less than 15 years","37"
"2005","Belgium","Number","From 15 to 17 years","31"
"2005","Belgium","Number","From 18 to 24 years","196"
"2005","Belgium","Number","From 25 to 49 years","473"
"2005","Belgium","Number","From 50 to 64 years","160"
"2005","Belgium","Number","65 years or over","186"
"2005","Bulgaria","Number","Less than 15 years",":"
"2005","Bulgaria","Number","From 15 to 17 years",":"
"2005","Bulgaria","Number","From 18 to 24 years",":"
"2005","Bulgaria","Number","From 25 to 49 years",":"
"2005","Bulgaria","Number","From 50 to 64 years",":"
"2005","Bulgaria","Number","65 years or over",":"
"2005","Czech Republic","Number","Less than 15 years","41"
"2005","Czech Republic","Number","From 15 to 17 years","31"
"2005","Czech Republic","Number","From 18 to 24 years","223"
"2005","Czech Republic","Number","From 25 to 49 years","520"
"2005","Czech Republic","Number","From 50 to 64 years","264"
"2005","Czech Republic","Number","65 years or over","202"
"2005","Denmark","Number","Less than 15 years","13"
"2005","Denmark","Number","From 15 to 17 years","20"
"2005","Denmark","Number","From 18 to 24 years","52"
"2005","Denmark","Number","From 25 to 49 years","124"
"2005","Denmark","Number","From 50 to 64 years","52"
"2005","Denmark","Number","65 years or over","70"
"2005","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","159"
"2005","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","224"
"2005","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","1,076"
"2005","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,930"
"2005","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","804"
"2005","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,162"
"2005","Estonia","Number","Less than 15 years","12"
"2005","Estonia","Number","From 15 to 17 years","5"
"2005","Estonia","Number","From 18 to 24 years","26"
"2005","Estonia","Number","From 25 to 49 years","73"
"2005","Estonia","Number","From 50 to 64 years","32"
"2005","Estonia","Number","65 years or over","21"
"2005","Ireland","Number","Less than 15 years","9"
"2005","Ireland","Number","From 15 to 17 years","26"
"2005","Ireland","Number","From 18 to 24 years","110"
"2005","Ireland","Number","From 25 to 49 years","139"
"2005","Ireland","Number","From 50 to 64 years","47"
"2005","Ireland","Number","65 years or over","56"
"2005","Greece","Number","Less than 15 years","44"
"2005","Greece","Number","From 15 to 17 years","38"
"2005","Greece","Number","From 18 to 24 years","326"
"2005","Greece","Number","From 25 to 49 years","687"
"2005","Greece","Number","From 50 to 64 years","219"
"2005","Greece","Number","65 years or over","322"
"2005","Spain","Number","Less than 15 years","120"
"2005","Spain","Number","From 15 to 17 years","138"
"2005","Spain","Number","From 18 to 24 years","733"
"2005","Spain","Number","From 25 to 49 years","1,967"
"2005","Spain","Number","From 50 to 64 years","688"
"2005","Spain","Number","65 years or over","719"
"2005","France","Number","Less than 15 years","130"
"2005","France","Number","From 15 to 17 years","218"
"2005","France","Number","From 18 to 24 years","1,206"
"2005","France","Number","From 25 to 49 years","2,032"
"2005","France","Number","From 50 to 64 years","698"
"2005","France","Number","65 years or over","1,014"
"2005","Croatia","Number","Less than 15 years",":"
"2005","Croatia","Number","From 15 to 17 years",":"
"2005","Croatia","Number","From 18 to 24 years",":"
"2005","Croatia","Number","From 25 to 49 years",":"
"2005","Croatia","Number","From 50 to 64 years",":"
"2005","Croatia","Number","65 years or over",":"
"2005","Italy","Number","Less than 15 years","131"
"2005","Italy","Number","From 15 to 17 years","211"
"2005","Italy","Number","From 18 to 24 years","919"
"2005","Italy","Number","From 25 to 49 years","2,284"
"2005","Italy","Number","From 50 to 64 years","783"
"2005","Italy","Number","65 years or over","1,199"
"2005","Cyprus","Number","Less than 15 years","5"
"2005","Cyprus","Number","From 15 to 17 years","4"
"2005","Cyprus","Number","From 18 to 24 years","32"
"2005","Cyprus","Number","From 25 to 49 years","37"
"2005","Cyprus","Number","From 50 to 64 years","5"
"2005","Cyprus","Number","65 years or over","12"
"2005","Latvia","Number","Less than 15 years","10"
"2005","Latvia","Number","From 15 to 17 years","12"
"2005","Latvia","Number","From 18 to 24 years","63"
"2005","Latvia","Number","From 25 to 49 years","187"
"2005","Latvia","Number","From 50 to 64 years","76"
"2005","Latvia","Number","65 years or over","65"
"2005","Lithuania","Number","Less than 15 years",":"
"2005","Lithuania","Number","From 15 to 17 years",":"
"2005","Lithuania","Number","From 18 to 24 years",":"
"2005","Lithuania","Number","From 25 to 49 years",":"
"2005","Lithuania","Number","From 50 to 64 years",":"
"2005","Lithuania","Number","65 years or over",":"
"2005","Luxembourg","Number","Less than 15 years","4"
"2005","Luxembourg","Number","From 15 to 17 years","1"
"2005","Luxembourg","Number","From 18 to 24 years","9"
"2005","Luxembourg","Number","From 25 to 49 years","21"
"2005","Luxembourg","Number","From 50 to 64 years","4"
"2005","Luxembourg","Number","65 years or over","8"
"2005","Hungary","Number","Less than 15 years","34"
"2005","Hungary","Number","From 15 to 17 years","26"
"2005","Hungary","Number","From 18 to 24 years","159"
"2005","Hungary","Number","From 25 to 49 years","557"
"2005","Hungary","Number","From 50 to 64 years","286"
"2005","Hungary","Number","65 years or over","206"
"2005","Malta","Number","Less than 15 years","3"
"2005","Malta","Number","From 15 to 17 years","3"
"2005","Malta","Number","From 18 to 24 years","5"
"2005","Malta","Number","From 25 to 49 years","3"
"2005","Malta","Number","From 50 to 64 years","0"
"2005","Malta","Number","65 years or over","3"
"2005","Netherlands","Number","Less than 15 years","31"
"2005","Netherlands","Number","From 15 to 17 years","33"
"2005","Netherlands","Number","From 18 to 24 years","122"
"2005","Netherlands","Number","From 25 to 49 years","261"
"2005","Netherlands","Number","From 50 to 64 years","115"
"2005","Netherlands","Number","65 years or over","188"
"2005","Austria","Number","Less than 15 years","25"
"2005","Austria","Number","From 15 to 17 years","48"
"2005","Austria","Number","From 18 to 24 years","140"
"2005","Austria","Number","From 25 to 49 years","296"
"2005","Austria","Number","From 50 to 64 years","108"
"2005","Austria","Number","65 years or over","151"
"2005","Poland","Number","Less than 15 years","167"
"2005","Poland","Number","From 15 to 17 years","148"
"2005","Poland","Number","From 18 to 24 years","933"
"2005","Poland","Number","From 25 to 49 years","2,100"
"2005","Poland","Number","From 50 to 64 years","1,030"
"2005","Poland","Number","65 years or over","931"
"2005","Portugal","Number","Less than 15 years","31"
"2005","Portugal","Number","From 15 to 17 years","35"
"2005","Portugal","Number","From 18 to 24 years","221"
"2005","Portugal","Number","From 25 to 49 years","510"
"2005","Portugal","Number","From 50 to 64 years","215"
"2005","Portugal","Number","65 years or over","222"
"2005","Romania","Number","Less than 15 years","152"
"2005","Romania","Number","From 15 to 17 years","56"
"2005","Romania","Number","From 18 to 24 years","294"
"2005","Romania","Number","From 25 to 49 years","1,061"
"2005","Romania","Number","From 50 to 64 years","573"
"2005","Romania","Number","65 years or over","491"
"2005","Slovenia","Number","Less than 15 years","10"
"2005","Slovenia","Number","From 15 to 17 years","7"
"2005","Slovenia","Number","From 18 to 24 years","44"
"2005","Slovenia","Number","From 25 to 49 years","116"
"2005","Slovenia","Number","From 50 to 64 years","40"
"2005","Slovenia","Number","65 years or over","41"
"2005","Slovakia","Number","Less than 15 years","19"
"2005","Slovakia","Number","From 15 to 17 years","18"
"2005","Slovakia","Number","From 18 to 24 years","83"
"2005","Slovakia","Number","From 25 to 49 years","261"
"2005","Slovakia","Number","From 50 to 64 years","144"
"2005","Slovakia","Number","65 years or over","77"
"2005","Finland","Number","Less than 15 years","21"
"2005","Finland","Number","From 15 to 17 years","16"
"2005","Finland","Number","From 18 to 24 years","53"
"2005","Finland","Number","From 25 to 49 years","140"
"2005","Finland","Number","From 50 to 64 years","58"
"2005","Finland","Number","65 years or over","91"
"2005","Sweden","Number","Less than 15 years","10"
"2005","Sweden","Number","From 15 to 17 years","19"
"2005","Sweden","Number","From 18 to 24 years","67"
"2005","Sweden","Number","From 25 to 49 years","153"
"2005","Sweden","Number","From 50 to 64 years","84"
"2005","Sweden","Number","65 years or over","104"
"2005","United Kingdom","Number","Less than 15 years","125"
"2005","United Kingdom","Number","From 15 to 17 years","222"
"2005","United Kingdom","Number","From 18 to 24 years","700"
"2005","United Kingdom","Number","From 25 to 49 years","1,244"
"2005","United Kingdom","Number","From 50 to 64 years","420"
"2005","United Kingdom","Number","65 years or over","616"
"2005","Iceland","Number","Less than 15 years","0"
"2005","Iceland","Number","From 15 to 17 years","2"
"2005","Iceland","Number","From 18 to 24 years","6"
"2005","Iceland","Number","From 25 to 49 years","3"
"2005","Iceland","Number","From 50 to 64 years","6"
"2005","Iceland","Number","65 years or over","2"
"2005","Liechtenstein","Number","Less than 15 years",":"
"2005","Liechtenstein","Number","From 15 to 17 years",":"
"2005","Liechtenstein","Number","From 18 to 24 years",":"
"2005","Liechtenstein","Number","From 25 to 49 years",":"
"2005","Liechtenstein","Number","From 50 to 64 years",":"
"2005","Liechtenstein","Number","65 years or over",":"
"2005","Norway","Number","Less than 15 years","4"
"2005","Norway","Number","From 15 to 17 years","16"
"2005","Norway","Number","From 18 to 24 years","46"
"2005","Norway","Number","From 25 to 49 years","83"
"2005","Norway","Number","From 50 to 64 years","33"
"2005","Norway","Number","65 years or over","42"
"2005","Switzerland","Number","Less than 15 years","14"
"2005","Switzerland","Number","From 15 to 17 years","17"
"2005","Switzerland","Number","From 18 to 24 years","77"
"2005","Switzerland","Number","From 25 to 49 years","135"
"2005","Switzerland","Number","From 50 to 64 years","58"
"2005","Switzerland","Number","65 years or over","108"
"2006","Belgium","Number","Less than 15 years","32"
"2006","Belgium","Number","From 15 to 17 years","21"
"2006","Belgium","Number","From 18 to 24 years","195"
"2006","Belgium","Number","From 25 to 49 years","482"
"2006","Belgium","Number","From 50 to 64 years","141"
"2006","Belgium","Number","65 years or over","193"
"2006","Bulgaria","Number","Less than 15 years",":"
"2006","Bulgaria","Number","From 15 to 17 years",":"
"2006","Bulgaria","Number","From 18 to 24 years",":"
"2006","Bulgaria","Number","From 25 to 49 years",":"
"2006","Bulgaria","Number","From 50 to 64 years",":"
"2006","Bulgaria","Number","65 years or over",":"
"2006","Czech Republic","Number","Less than 15 years","32"
"2006","Czech Republic","Number","From 15 to 17 years","18"
"2006","Czech Republic","Number","From 18 to 24 years","183"
"2006","Czech Republic","Number","From 25 to 49 years","432"
"2006","Czech Republic","Number","From 50 to 64 years","215"
"2006","Czech Republic","Number","65 years or over","173"
"2006","Denmark","Number","Less than 15 years","13"
"2006","Denmark","Number","From 15 to 17 years","19"
"2006","Denmark","Number","From 18 to 24 years","65"
"2006","Denmark","Number","From 25 to 49 years","91"
"2006","Denmark","Number","From 50 to 64 years","46"
"2006","Denmark","Number","65 years or over","72"
"2006","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","136"
"2006","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","173"
"2006","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","1,011"
"2006","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,824"
"2006","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","791"
"2006","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,154"
"2006","Estonia","Number","Less than 15 years","6"
"2006","Estonia","Number","From 15 to 17 years","5"
"2006","Estonia","Number","From 18 to 24 years","35"
"2006","Estonia","Number","From 25 to 49 years","73"
"2006","Estonia","Number","From 50 to 64 years","53"
"2006","Estonia","Number","65 years or over","32"
"2006","Ireland","Number","Less than 15 years","15"
"2006","Ireland","Number","From 15 to 17 years","18"
"2006","Ireland","Number","From 18 to 24 years","95"
"2006","Ireland","Number","From 25 to 49 years","133"
"2006","Ireland","Number","From 50 to 64 years","36"
"2006","Ireland","Number","65 years or over","66"
"2006","Greece","Number","Less than 15 years","36"
"2006","Greece","Number","From 15 to 17 years","40"
"2006","Greece","Number","From 18 to 24 years","305"
"2006","Greece","Number","From 25 to 49 years","725"
"2006","Greece","Number","From 50 to 64 years","197"
"2006","Greece","Number","65 years or over","327"
"2006","Spain","Number","Less than 15 years","109"
"2006","Spain","Number","From 15 to 17 years","131"
"2006","Spain","Number","From 18 to 24 years","601"
"2006","Spain","Number","From 25 to 49 years","1,952"
"2006","Spain","Number","From 50 to 64 years","591"
"2006","Spain","Number","65 years or over","671"
"2006","France","Number","Less than 15 years","120"
"2006","France","Number","From 15 to 17 years","183"
"2006","France","Number","From 18 to 24 years","1,037"
"2006","France","Number","From 25 to 49 years","1,739"
"2006","France","Number","From 50 to 64 years","644"
"2006","France","Number","65 years or over","921"
"2006","Croatia","Number","Less than 15 years",":"
"2006","Croatia","Number","From 15 to 17 years",":"
"2006","Croatia","Number","From 18 to 24 years",":"
"2006","Croatia","Number","From 25 to 49 years",":"
"2006","Croatia","Number","From 50 to 64 years",":"
"2006","Croatia","Number","65 years or over",":"
"2006","Italy","Number","Less than 15 years","110"
"2006","Italy","Number","From 15 to 17 years","186"
"2006","Italy","Number","From 18 to 24 years","825"
"2006","Italy","Number","From 25 to 49 years","2,290"
"2006","Italy","Number","From 50 to 64 years","802"
"2006","Italy","Number","65 years or over","1,220"
"2006","Cyprus","Number","Less than 15 years","1"
"2006","Cyprus","Number","From 15 to 17 years","3"
"2006","Cyprus","Number","From 18 to 24 years","25"
"2006","Cyprus","Number","From 25 to 49 years","34"
"2006","Cyprus","Number","From 50 to 64 years","12"
"2006","Cyprus","Number","65 years or over","18"
"2006","Latvia","Number","Less than 15 years","14"
"2006","Latvia","Number","From 15 to 17 years","11"
"2006","Latvia","Number","From 18 to 24 years","59"
"2006","Latvia","Number","From 25 to 49 years","165"
"2006","Latvia","Number","From 50 to 64 years","74"
"2006","Latvia","Number","65 years or over","61"
"2006","Lithuania","Number","Less than 15 years",":"
"2006","Lithuania","Number","From 15 to 17 years",":"
"2006","Lithuania","Number","From 18 to 24 years",":"
"2006","Lithuania","Number","From 25 to 49 years",":"
"2006","Lithuania","Number","From 50 to 64 years",":"
"2006","Lithuania","Number","65 years or over",":"
"2006","Luxembourg","Number","Less than 15 years","0"
"2006","Luxembourg","Number","From 15 to 17 years","0"
"2006","Luxembourg","Number","From 18 to 24 years","8"
"2006","Luxembourg","Number","From 25 to 49 years","24"
"2006","Luxembourg","Number","From 50 to 64 years","5"
"2006","Luxembourg","Number","65 years or over","3"
"2006","Hungary","Number","Less than 15 years","42"
"2006","Hungary","Number","From 15 to 17 years","24"
"2006","Hungary","Number","From 18 to 24 years","134"
"2006","Hungary","Number","From 25 to 49 years","565"
"2006","Hungary","Number","From 50 to 64 years","307"
"2006","Hungary","Number","65 years or over","216"
"2006","Malta","Number","Less than 15 years","0"
"2006","Malta","Number","From 15 to 17 years","1"
"2006","Malta","Number","From 18 to 24 years","3"
"2006","Malta","Number","From 25 to 49 years","5"
"2006","Malta","Number","From 50 to 64 years","1"
"2006","Malta","Number","65 years or over","1"
"2006","Netherlands","Number","Less than 15 years","37"
"2006","Netherlands","Number","From 15 to 17 years","33"
"2006","Netherlands","Number","From 18 to 24 years","112"
"2006","Netherlands","Number","From 25 to 49 years","233"
"2006","Netherlands","Number","From 50 to 64 years","105"
"2006","Netherlands","Number","65 years or over","209"
"2006","Austria","Number","Less than 15 years","23"
"2006","Austria","Number","From 15 to 17 years","35"
"2006","Austria","Number","From 18 to 24 years","129"
"2006","Austria","Number","From 25 to 49 years","257"
"2006","Austria","Number","From 50 to 64 years","130"
"2006","Austria","Number","65 years or over","156"
"2006","Poland","Number","Less than 15 years","151"
"2006","Poland","Number","From 15 to 17 years","150"
"2006","Poland","Number","From 18 to 24 years","895"
"2006","Poland","Number","From 25 to 49 years","1,959"
"2006","Poland","Number","From 50 to 64 years","1,054"
"2006","Poland","Number","65 years or over","888"
"2006","Portugal","Number","Less than 15 years","22"
"2006","Portugal","Number","From 15 to 17 years","10"
"2006","Portugal","Number","From 18 to 24 years","125"
"2006","Portugal","Number","From 25 to 49 years","404"
"2006","Portugal","Number","From 50 to 64 years","178"
"2006","Portugal","Number","65 years or over","215"
"2006","Romania","Number","Less than 15 years","145"
"2006","Romania","Number","From 15 to 17 years","55"
"2006","Romania","Number","From 18 to 24 years","293"
"2006","Romania","Number","From 25 to 49 years","1,035"
"2006","Romania","Number","From 50 to 64 years","555"
"2006","Romania","Number","65 years or over","504"
"2006","Slovenia","Number","Less than 15 years","9"
"2006","Slovenia","Number","From 15 to 17 years","10"
"2006","Slovenia","Number","From 18 to 24 years","54"
"2006","Slovenia","Number","From 25 to 49 years","114"
"2006","Slovenia","Number","From 50 to 64 years","42"
"2006","Slovenia","Number","65 years or over","33"
"2006","Slovakia","Number","Less than 15 years","13"
"2006","Slovakia","Number","From 15 to 17 years","8"
"2006","Slovakia","Number","From 18 to 24 years","100"
"2006","Slovakia","Number","From 25 to 49 years","263"
"2006","Slovakia","Number","From 50 to 64 years","131"
"2006","Slovakia","Number","65 years or over","95"
"2006","Finland","Number","Less than 15 years","5"
"2006","Finland","Number","From 15 to 17 years","21"
"2006","Finland","Number","From 18 to 24 years","67"
"2006","Finland","Number","From 25 to 49 years","104"
"2006","Finland","Number","From 50 to 64 years","68"
"2006","Finland","Number","65 years or over","71"
"2006","Sweden","Number","Less than 15 years","16"
"2006","Sweden","Number","From 15 to 17 years","24"
"2006","Sweden","Number","From 18 to 24 years","75"
"2006","Sweden","Number","From 25 to 49 years","142"
"2006","Sweden","Number","From 50 to 64 years","93"
"2006","Sweden","Number","65 years or over","95"
"2006","United Kingdom","Number","Less than 15 years","147"
"2006","United Kingdom","Number","From 15 to 17 years","207"
"2006","United Kingdom","Number","From 18 to 24 years","706"
"2006","United Kingdom","Number","From 25 to 49 years","1,234"
"2006","United Kingdom","Number","From 50 to 64 years","423"
"2006","United Kingdom","Number","65 years or over","572"
"2006","Iceland","Number","Less than 15 years","1"
"2006","Iceland","Number","From 15 to 17 years","3"
"2006","Iceland","Number","From 18 to 24 years","7"
"2006","Iceland","Number","From 25 to 49 years","11"
"2006","Iceland","Number","From 50 to 64 years","5"
"2006","Iceland","Number","65 years or over","4"
"2006","Liechtenstein","Number","Less than 15 years","0"
"2006","Liechtenstein","Number","From 15 to 17 years","0"
"2006","Liechtenstein","Number","From 18 to 24 years","0"
"2006","Liechtenstein","Number","From 25 to 49 years","0"
"2006","Liechtenstein","Number","From 50 to 64 years","0"
"2006","Liechtenstein","Number","65 years or over","0"
"2006","Norway","Number","Less than 15 years","9"
"2006","Norway","Number","From 15 to 17 years","14"
"2006","Norway","Number","From 18 to 24 years","39"
"2006","Norway","Number","From 25 to 49 years","76"
"2006","Norway","Number","From 50 to 64 years","39"
"2006","Norway","Number","65 years or over","65"
"2006","Switzerland","Number","Less than 15 years","16"
"2006","Switzerland","Number","From 15 to 17 years","18"
"2006","Switzerland","Number","From 18 to 24 years","62"
"2006","Switzerland","Number","From 25 to 49 years","117"
"2006","Switzerland","Number","From 50 to 64 years","56"
"2006","Switzerland","Number","65 years or over","101"
"2007","Belgium","Number","Less than 15 years","30"
"2007","Belgium","Number","From 15 to 17 years","27"
"2007","Belgium","Number","From 18 to 24 years","215"
"2007","Belgium","Number","From 25 to 49 years","464"
"2007","Belgium","Number","From 50 to 64 years","159"
"2007","Belgium","Number","65 years or over","170"
"2007","Bulgaria","Number","Less than 15 years",":"
"2007","Bulgaria","Number","From 15 to 17 years",":"
"2007","Bulgaria","Number","From 18 to 24 years",":"
"2007","Bulgaria","Number","From 25 to 49 years",":"
"2007","Bulgaria","Number","From 50 to 64 years",":"
"2007","Bulgaria","Number","65 years or over",":"
"2007","Czech Republic","Number","Less than 15 years","25"
"2007","Czech Republic","Number","From 15 to 17 years","29"
"2007","Czech Republic","Number","From 18 to 24 years","190"
"2007","Czech Republic","Number","From 25 to 49 years","523"
"2007","Czech Republic","Number","From 50 to 64 years","230"
"2007","Czech Republic","Number","65 years or over","201"
"2007","Denmark","Number","Less than 15 years","20"
"2007","Denmark","Number","From 15 to 17 years","18"
"2007","Denmark","Number","From 18 to 24 years","58"
"2007","Denmark","Number","From 25 to 49 years","145"
"2007","Denmark","Number","From 50 to 64 years","69"
"2007","Denmark","Number","65 years or over","95"
"2007","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","111"
"2007","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","176"
"2007","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","971"
"2007","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,799"
"2007","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","736"
"2007","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,153"
"2007","Estonia","Number","Less than 15 years","6"
"2007","Estonia","Number","From 15 to 17 years","8"
"2007","Estonia","Number","From 18 to 24 years","41"
"2007","Estonia","Number","From 25 to 49 years","70"
"2007","Estonia","Number","From 50 to 64 years","27"
"2007","Estonia","Number","65 years or over","41"
"2007","Ireland","Number","Less than 15 years","15"
"2007","Ireland","Number","From 15 to 17 years","14"
"2007","Ireland","Number","From 18 to 24 years","76"
"2007","Ireland","Number","From 25 to 49 years","123"
"2007","Ireland","Number","From 50 to 64 years","45"
"2007","Ireland","Number","65 years or over","58"
"2007","Greece","Number","Less than 15 years","42"
"2007","Greece","Number","From 15 to 17 years","43"
"2007","Greece","Number","From 18 to 24 years","280"
"2007","Greece","Number","From 25 to 49 years","685"
"2007","Greece","Number","From 50 to 64 years","207"
"2007","Greece","Number","65 years or over","330"
"2007","Spain","Number","Less than 15 years","99"
"2007","Spain","Number","From 15 to 17 years","135"
"2007","Spain","Number","From 18 to 24 years","550"
"2007","Spain","Number","From 25 to 49 years","1,817"
"2007","Spain","Number","From 50 to 64 years","566"
"2007","Spain","Number","65 years or over","604"
"2007","France","Number","Less than 15 years","150"
"2007","France","Number","From 15 to 17 years","166"
"2007","France","Number","From 18 to 24 years","984"
"2007","France","Number","From 25 to 49 years","1,789"
"2007","France","Number","From 50 to 64 years","627"
"2007","France","Number","65 years or over","896"
"2007","Croatia","Number","Less than 15 years","26"
"2007","Croatia","Number","From 15 to 17 years","17"
"2007","Croatia","Number","From 18 to 24 years","135"
"2007","Croatia","Number","From 25 to 49 years","247"
"2007","Croatia","Number","From 50 to 64 years","83"
"2007","Croatia","Number","65 years or over","110"
"2007","Italy","Number","Less than 15 years","95"
"2007","Italy","Number","From 15 to 17 years","190"
"2007","Italy","Number","From 18 to 24 years","723"
"2007","Italy","Number","From 25 to 49 years","2,187"
"2007","Italy","Number","From 50 to 64 years","681"
"2007","Italy","Number","65 years or over","1,105"
"2007","Cyprus","Number","Less than 15 years","4"
"2007","Cyprus","Number","From 15 to 17 years","6"
"2007","Cyprus","Number","From 18 to 24 years","24"
"2007","Cyprus","Number","From 25 to 49 years","27"
"2007","Cyprus","Number","From 50 to 64 years","12"
"2007","Cyprus","Number","65 years or over","16"
"2007","Latvia","Number","Less than 15 years","11"
"2007","Latvia","Number","From 15 to 17 years","15"
"2007","Latvia","Number","From 18 to 24 years","44"
"2007","Latvia","Number","From 25 to 49 years","169"
"2007","Latvia","Number","From 50 to 64 years","90"
"2007","Latvia","Number","65 years or over","73"
"2007","Lithuania","Number","Less than 15 years",":"
"2007","Lithuania","Number","From 15 to 17 years",":"
"2007","Lithuania","Number","From 18 to 24 years",":"
"2007","Lithuania","Number","From 25 to 49 years",":"
"2007","Lithuania","Number","From 50 to 64 years",":"
"2007","Lithuania","Number","65 years or over",":"
"2007","Luxembourg","Number","Less than 15 years","2"
"2007","Luxembourg","Number","From 15 to 17 years","2"
"2007","Luxembourg","Number","From 18 to 24 years","8"
"2007","Luxembourg","Number","From 25 to 49 years","22"
"2007","Luxembourg","Number","From 50 to 64 years","4"
"2007","Luxembourg","Number","65 years or over","7"
"2007","Hungary","Number","Less than 15 years","37"
"2007","Hungary","Number","From 15 to 17 years","30"
"2007","Hungary","Number","From 18 to 24 years","139"
"2007","Hungary","Number","From 25 to 49 years","541"
"2007","Hungary","Number","From 50 to 64 years","264"
"2007","Hungary","Number","65 years or over","209"
"2007","Malta","Number","Less than 15 years","0"
"2007","Malta","Number","From 15 to 17 years","0"
"2007","Malta","Number","From 18 to 24 years","4"
"2007","Malta","Number","From 25 to 49 years","5"
"2007","Malta","Number","From 50 to 64 years","0"
"2007","Malta","Number","65 years or over","3"
"2007","Netherlands","Number","Less than 15 years","36"
"2007","Netherlands","Number","From 15 to 17 years","32"
"2007","Netherlands","Number","From 18 to 24 years","134"
"2007","Netherlands","Number","From 25 to 49 years","223"
"2007","Netherlands","Number","From 50 to 64 years","103"
"2007","Netherlands","Number","65 years or over","181"
"2007","Austria","Number","Less than 15 years","13"
"2007","Austria","Number","From 15 to 17 years","32"
"2007","Austria","Number","From 18 to 24 years","135"
"2007","Austria","Number","From 25 to 49 years","254"
"2007","Austria","Number","From 50 to 64 years","112"
"2007","Austria","Number","65 years or over","145"
"2007","Poland","Number","Less than 15 years","156"
"2007","Poland","Number","From 15 to 17 years","181"
"2007","Poland","Number","From 18 to 24 years","953"
"2007","Poland","Number","From 25 to 49 years","2,112"
"2007","Poland","Number","From 50 to 64 years","1,140"
"2007","Poland","Number","65 years or over","945"
"2007","Portugal","Number","Less than 15 years","27"
"2007","Portugal","Number","From 15 to 17 years","11"
"2007","Portugal","Number","From 18 to 24 years","148"
"2007","Portugal","Number","From 25 to 49 years","385"
"2007","Portugal","Number","From 50 to 64 years","171"
"2007","Portugal","Number","65 years or over","225"
"2007","Romania","Number","Less than 15 years","117"
"2007","Romania","Number","From 15 to 17 years","52"
"2007","Romania","Number","From 18 to 24 years","402"
"2007","Romania","Number","From 25 to 49 years","1,040"
"2007","Romania","Number","From 50 to 64 years","569"
"2007","Romania","Number","65 years or over","617"
"2007","Slovenia","Number","Less than 15 years","6"
"2007","Slovenia","Number","From 15 to 17 years","6"
"2007","Slovenia","Number","From 18 to 24 years","64"
